75.0,6.0,0.0,1147.0,422.0,62.0,260.0,-1,-1 
75.0,4.0,0.0,1031.0,344.0,26.0,120.0,-1,-1 
75.0,5.0,0.0,446.0,388.0,55.0,238.0,-1,-1 
75.0,6.0,1.0,1148.0,423.0,61.0,258.0,-1,-1 
75.0,4.0,1.0,1031.0,344.0,26.0,121.0,-1,-1 
75.0,5.0,1.0,443.0,387.0,58.0,237.0,-1,-1 
75.0,5.0,2.0,443.0,387.0,57.0,237.0,-1,-1 
75.0,4.0,2.0,1031.0,344.0,26.0,120.0,-1,-1 
75.0,6.0,2.0,1148.0,423.0,60.0,258.0,-1,-1 
75.0,4.0,3.0,1031.0,343.0,26.0,121.0,-1,-1 
75.0,5.0,3.0,442.0,390.0,58.0,231.0,-1,-1 
75.0,6.0,3.0,1147.0,425.0,61.0,255.0,-1,-1 
75.0,5.0,4.0,444.0,389.0,60.0,235.0,-1,-1 
75.0,6.0,4.0,1145.0,425.0,60.0,256.0,-1,-1 
75.0,4.0,4.0,1031.0,343.0,26.0,121.0,-1,-1 
75.0,6.0,5.0,1140.0,424.0,61.0,257.0,-1,-1 
75.0,5.0,5.0,445.0,392.0,62.0,232.0,-1,-1 
75.0,4.0,5.0,1030.0,342.0,27.0,123.0,-1,-1 
75.0,5.0,6.0,445.0,392.0,67.0,232.0,-1,-1 
75.0,6.0,6.0,1135.0,423.0,64.0,260.0,-1,-1 
75.0,4.0,6.0,1029.0,342.0,28.0,124.0,-1,-1 
75.0,5.0,7.0,447.0,393.0,71.0,231.0,-1,-1 
75.0,6.0,7.0,1130.0,422.0,67.0,262.0,-1,-1 
75.0,4.0,7.0,1027.0,342.0,32.0,125.0,-1,-1 
75.0,4.0,8.0,1027.0,343.0,33.0,123.0,-1,-1 
75.0,5.0,8.0,449.0,393.0,73.0,231.0,-1,-1 
75.0,6.0,8.0,1126.0,422.0,71.0,263.0,-1,-1 
75.0,4.0,9.0,1024.0,343.0,38.0,120.0,-1,-1 
75.0,5.0,9.0,453.0,395.0,77.0,229.0,-1,-1 
75.0,6.0,9.0,1123.0,423.0,75.0,262.0,-1,-1 
75.0,4.0,10.0,1020.0,343.0,40.0,120.0,-1,-1 
75.0,5.0,10.0,454.0,395.0,84.0,228.0,-1,-1 
75.0,6.0,10.0,1116.0,423.0,84.0,262.0,-1,-1 
75.0,4.0,11.0,1017.0,344.0,44.0,118.0,-1,-1 
75.0,6.0,11.0,1115.0,425.0,84.0,262.0,-1,-1 
75.0,5.0,11.0,455.0,395.0,88.0,229.0,-1,-1 
75.0,4.0,12.0,1019.0,344.0,43.0,119.0,-1,-1 
75.0,5.0,12.0,458.0,395.0,85.0,229.0,-1,-1 
75.0,6.0,12.0,1114.0,426.0,83.0,260.0,-1,-1 
75.0,5.0,13.0,459.0,393.0,86.0,231.0,-1,-1 
75.0,4.0,13.0,1019.0,344.0,43.0,120.0,-1,-1 
75.0,6.0,13.0,1110.0,426.0,83.0,264.0,-1,-1 
75.0,4.0,14.0,1019.0,344.0,43.0,120.0,-1,-1 
75.0,6.0,14.0,1109.0,427.0,80.0,265.0,-1,-1 
75.0,5.0,14.0,459.0,392.0,88.0,233.0,-1,-1 
75.0,5.0,15.0,461.0,390.0,90.0,237.0,-1,-1 
75.0,6.0,15.0,1107.0,426.0,75.0,267.0,-1,-1 
75.0,4.0,15.0,1020.0,344.0,43.0,120.0,-1,-1 
75.0,4.0,16.0,1023.0,344.0,40.0,120.0,-1,-1 
75.0,5.0,16.0,467.0,390.0,87.0,237.0,-1,-1 
75.0,6.0,16.0,1107.0,428.0,74.0,268.0,-1,-1 
75.0,4.0,17.0,1026.0,343.0,36.0,121.0,-1,-1 
75.0,5.0,17.0,480.0,390.0,79.0,236.0,-1,-1 
75.0,6.0,17.0,1105.0,428.0,73.0,269.0,-1,-1 
75.0,4.0,18.0,1026.0,343.0,36.0,122.0,-1,-1 
75.0,5.0,18.0,486.0,391.0,75.0,234.0,-1,-1 
75.0,6.0,18.0,1099.0,427.0,77.0,272.0,-1,-1 
75.0,4.0,19.0,1025.0,343.0,37.0,123.0,-1,-1 
75.0,6.0,19.0,1091.0,428.0,81.0,272.0,-1,-1 
75.0,5.0,19.0,495.0,391.0,76.0,234.0,-1,-1 
75.0,4.0,20.0,1024.0,343.0,38.0,124.0,-1,-1 
75.0,6.0,20.0,1087.0,430.0,82.0,268.0,-1,-1 
75.0,5.0,20.0,502.0,390.0,78.0,237.0,-1,-1 
75.0,4.0,21.0,1023.0,342.0,39.0,123.0,-1,-1 
75.0,6.0,21.0,1079.0,429.0,87.0,271.0,-1,-1 
75.0,5.0,21.0,505.0,391.0,78.0,237.0,-1,-1 
75.0,4.0,22.0,1023.0,342.0,39.0,126.0,-1,-1 
75.0,6.0,22.0,1063.0,429.0,98.0,275.0,-1,-1 
75.0,5.0,22.0,509.0,390.0,79.0,237.0,-1,-1 
75.0,4.0,23.0,1023.0,342.0,39.0,126.0,-1,-1 
75.0,6.0,23.0,1063.0,430.0,95.0,274.0,-1,-1 
75.0,5.0,23.0,512.0,393.0,89.0,232.0,-1,-1 
75.0,5.0,24.0,513.0,390.0,104.0,237.0,-1,-1 
75.0,4.0,24.0,1022.0,344.0,39.0,125.0,-1,-1 
75.0,6.0,24.0,1059.0,430.0,96.0,275.0,-1,-1 
75.0,5.0,25.0,516.0,391.0,107.0,235.0,-1,-1 
75.0,4.0,25.0,1023.0,342.0,37.0,128.0,-1,-1 
75.0,6.0,25.0,1052.0,429.0,102.0,276.0,-1,-1 
75.0,4.0,26.0,1023.0,342.0,37.0,129.0,-1,-1 
75.0,6.0,26.0,1055.0,430.0,98.0,276.0,-1,-1 
75.0,5.0,26.0,521.0,387.0,104.0,239.0,-1,-1 
75.0,4.0,27.0,1023.0,342.0,38.0,131.0,-1,-1 
75.0,6.0,27.0,1054.0,429.0,97.0,287.0,-1,-1 
75.0,5.0,27.0,528.0,387.0,97.0,240.0,-1,-1 
75.0,6.0,28.0,1059.0,428.0,90.0,292.0,-1,-1 
75.0,4.0,28.0,1022.0,343.0,39.0,134.0,-1,-1 
75.0,5.0,28.0,538.0,389.0,86.0,238.0,-1,-1 
75.0,6.0,29.0,1061.0,429.0,87.0,290.0,-1,-1 
75.0,4.0,29.0,1023.0,342.0,38.0,135.0,-1,-1 
75.0,5.0,29.0,548.0,390.0,77.0,238.0,-1,-1 
75.0,4.0,30.0,1023.0,342.0,39.0,132.0,-1,-1 
75.0,5.0,30.0,561.0,387.0,67.0,241.0,-1,-1 
75.0,6.0,30.0,1059.0,428.0,87.0,292.0,-1,-1 
75.0,5.0,31.0,570.0,385.0,63.0,239.0,-1,-1 
75.0,6.0,31.0,1059.0,429.0,83.0,290.0,-1,-1 
75.0,4.0,31.0,1023.0,342.0,39.0,130.0,-1,-1 
75.0,4.0,32.0,1023.0,342.0,39.0,131.0,-1,-1 
75.0,6.0,32.0,1056.0,433.0,82.0,287.0,-1,-1 
75.0,5.0,32.0,576.0,380.0,68.0,248.0,-1,-1 
75.0,4.0,33.0,1023.0,342.0,39.0,135.0,-1,-1 
75.0,6.0,33.0,1053.0,434.0,81.0,290.0,-1,-1 
75.0,5.0,33.0,577.0,381.0,75.0,247.0,-1,-1 
75.0,5.0,34.0,581.0,384.0,100.0,244.0,-1,-1 
75.0,6.0,34.0,1047.0,434.0,83.0,294.0,-1,-1 
75.0,4.0,34.0,1023.0,343.0,40.0,135.0,-1,-1 
75.0,6.0,35.0,1043.0,434.0,86.0,294.0,-1,-1 
75.0,4.0,35.0,1023.0,343.0,39.0,133.0,-1,-1 
75.0,5.0,35.0,583.0,385.0,112.0,243.0,-1,-1 
75.0,5.0,36.0,583.0,383.0,128.0,241.0,-1,-1 
75.0,6.0,36.0,1039.0,434.0,87.0,297.0,-1,-1 
75.0,4.0,36.0,1024.0,346.0,38.0,130.0,-1,-1 
75.0,4.0,37.0,1024.0,344.0,38.0,132.0,-1,-1 
75.0,6.0,37.0,1034.0,435.0,90.0,298.0,-1,-1 
75.0,5.0,37.0,584.0,382.0,134.0,241.0,-1,-1 
75.0,6.0,38.0,1029.0,436.0,92.0,296.0,-1,-1 
75.0,4.0,38.0,1024.0,344.0,39.0,131.0,-1,-1 
75.0,5.0,38.0,585.0,380.0,138.0,243.0,-1,-1 
75.0,4.0,39.0,1023.0,344.0,40.0,131.0,-1,-1 
75.0,6.0,39.0,1025.0,438.0,95.0,294.0,-1,-1 
